type,CpdID,hit,SMILES
FDA-approved,,,CCCC=c1ncc(=CC(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1
FDA-approved,,,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
FDA-approved,,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1
FDA-approved,,,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
FDA-approved,,,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
FDA-approved,,,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O
FDA-approved,,,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C
FDA-approved,,,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O
FDA-approved,,,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
FDA-approved,,,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
FDA-approved,,,O=NN(CCCl)C(=O)NCCCl
FDA-approved,,,O=c1[nH]cnc2[nH]ncc12
FDA-approved,,,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3
FDA-approved,,,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21
FDA-approved,,,Clc1cccc(Cl)c1NC1=NCCN1
FDA-approved,,,CCOP(=O)(OCC)SCC[N+](C)(C)C
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O
FDA-approved,,,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1
FDA-approved,,,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
FDA-approved,,,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
FDA-approved,,,CCCNC1CCc2nc(N)sc2C1
FDA-approved,,,CN(C)CCC(c1ccccc1)c1ccccn1
FDA-approved,,,CCCCNc1ccc(C(=O)OCCN(C)C)cc1
FDA-approved,,,CCN(CC)CC(=O)Nc1c(C)cccc1C
FDA-approved,,,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
FDA-approved,,,CN(C)CCOC(c1ccccc1)c1ccccc1
FDA-approved,,,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
FDA-approved,,,C=CC1CN2CCC1CC2[C@@H](O)c1ccnc2ccc(OC)cc12
FDA-approved,,,CC(CN1c2ccccc2Sc2ccccc21)N(C)C
FDA-approved,,,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
FDA-approved,,,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
FDA-approved,,,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
FDA-approved,,,COC(=O)C1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
FDA-approved,,,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
FDA-approved,,,NC(O)=NO
FDA-approved,,,CC(=O)C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
FDA-approved,,,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
FDA-approved,,,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
FDA-approved,,,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
FDA-approved,,,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
FDA-approved,,,CC(C)NCC(O)COc1cccc2[nH]ccc12
FDA-approved,,,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21
FDA-approved,,,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
FDA-approved,,,Clc1cccc(Cl)c1NC1=NCCN1
FDA-approved,,,CCCN(CCC)CCc1cccc2[nH]c(O)cc12
FDA-approved,,,CN(C)CCC=C1c2ccccc2CCc2ccccc21
FDA-approved,,,CC(S)C(=O)NCC(=O)O
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O
FDA-approved,,,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC
FDA-approved,,,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
FDA-approved,,,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1
FDA-approved,,,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CC1(C)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
FDA-approved,,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
FDA-approved,,,CCCCc1c(O)n(-c2ccccc2)n(-c2ccccc2)c1=O
FDA-approved,,,C[C@@H](N)Cc1ccccc1
FDA-approved,,,CC(N)C(O)c1ccccc1
FDA-approved,,,C[C@H](N)Cc1ccccc1
FDA-approved,,,CC(C)OP(=O)(F)OC(C)C
FDA-approved,,,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
FDA-approved,,,CNCCC(Oc1ccccc1C)c1ccccc1
FDA-approved,,,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
FDA-approved,,,Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
FDA-approved,,,O=C(O)CCCO
FDA-approved,,,C[C@@H]1O[C@@H]1P(=O)(O)O
FDA-approved,,,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
FDA-approved,,,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
FDA-approved,,,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
FDA-approved,,,C[N+](C)(C)CCO
FDA-approved,,,CS(C)=O
FDA-approved,,,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
FDA-approved,,,O=c1c(CCS(=O)c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1
FDA-approved,,,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1
FDA-approved,,,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
FDA-approved,,,COc1ccc(OC)c(C(O)C(C)N)c1
FDA-approved,,,CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21
FDA-approved,,,CC(N)C(O)c1ccc(O)c(O)c1
FDA-approved,,,O=C(O)P(=O)(O)O
FDA-approved,,,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
FDA-approved,,,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
FDA-approved,,,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
FDA-approved,,,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
FDA-approved,,,N=S(=O)(O)Cc1noc2ccccc12
FDA-approved,,,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
FDA-approved,,,N[Pt](N)(Cl)Cl
FDA-approved,,,CO[C@@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
FDA-approved,,,CC(C)(C(=O)c1cccnc1)c1cccnc1
FDA-approved,,,NCCCC(N)(C(=O)O)C(F)F
FDA-approved,,,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
FDA-approved,,,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C
FDA-approved,,,CNC[C@H](O)c1ccc(O)c(O)c1
FDA-approved,,,NC[C@H](O)c1ccc(O)c(O)c1
FDA-approved,,,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
FDA-approved,,,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
FDA-approved,,,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
FDA-approved,,,CN(CCOc1ccc(Cc2sc(=O)[nH]c2O)cc1)c1ccccn1
FDA-approved,,,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12
FDA-approved,,,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12
FDA-approved,,,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
FDA-approved,,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
FDA-approved,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
FDA-approved,,,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
FDA-approved,,,CC[C@@H](CO)NC(=O)C1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1
FDA-approved,,,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
FDA-approved,,,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
FDA-approved,,,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C
FDA-approved,,,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
FDA-approved,,,NC[C@@H](CC(=O)O)c1ccc(Cl)cc1
FDA-approved,,,NC[C@H](CC(=O)O)c1ccc(Cl)cc1
FDA-approved,,,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
FDA-approved,,,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
FDA-approved,,,NC12CC3CC(CC(C3)C1)C2
FDA-approved,,,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
FDA-approved,,,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
FDA-approved,,,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
FDA-approved,,,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
FDA-approved,,,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
FDA-approved,,,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
FDA-approved,,,Cn1nnc2c(C(N)=O)ncn2c1=O
FDA-approved,,,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1OC
FDA-approved,,,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
FDA-approved,,,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1
FDA-approved,,,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
FDA-approved,,,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O
FDA-approved,,,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
FDA-approved,,,C[N+](C)(C)C[C@H](O)CC(=O)[O-]
FDA-approved,,,CC1CNc2c(cccc2S(=O)(=O)NC(CCCN=C(N)N)C(=O)N2CC[C@@H](C)CC2C(=O)O)C1
FDA-approved,,,NC1CONC1=O
FDA-approved,,,Nc1ccn(C2CSC(CO)O2)c(=O)n1
FDA-approved,,,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
FDA-approved,,,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
FDA-approved,,,COc1c2occc2cc2ccc(=O)oc12
FDA-approved,,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
FDA-approved,,,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
FDA-approved,,,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
FDA-approved,,,CNC1(c2ccccc2Cl)CCCCC1=O
FDA-approved,,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
FDA-approved,,,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
FDA-approved,,,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
FDA-approved,,,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
FDA-approved,,,CC1OC2(CS1)CN1CCC2CC1
FDA-approved,,,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1
FDA-approved,,,Oc1cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1
FDA-approved,,,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C
FDA-approved,,,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1
FDA-approved,,,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(SCCN=CN)C[C@H]12
FDA-approved,,,NCCc1ccc(O)c(O)c1
FDA-approved,,,COC(=O)C(c1ccccc1)[C@@H]1CCCCN1
FDA-approved,,,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1
FDA-approved,,,Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
FDA-approved,,,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
FDA-approved,,,C[C@]1(Cn2ccnn2)C(C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
FDA-approved,,,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
FDA-approved,,,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
FDA-approved,,,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
FDA-approved,,,Cc1cnc(NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1
FDA-approved,,,CC(C)c1cccc(C(C)C)c1O
FDA-approved,,,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
FDA-approved,,,CCN(CC)C(=S)SSC(=S)N(CC)CC
FDA-approved,,,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
FDA-approved,,,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
FDA-approved,,,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
FDA-approved,,,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2CC1C(=O)NC(C)(C)C
FDA-approved,,,CNC1(C)C2CCC(C2)C1(C)C
FDA-approved,,,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
FDA-approved,,,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21
FDA-approved,,,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
FDA-approved,,,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
FDA-approved,,,CC12CC3CC(C)(C1)CC(N)(C3)C2
FDA-approved,,,Cc1ccccc1C(OCCN(C)C)c1ccccc1
FDA-approved,,,COC(=O)C(c1ccccc1)C1CCCCN1
FDA-approved,,,COC(=O)C(c1ccccc1)[C@H]1CCCCN1
FDA-approved,,,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
FDA-approved,,,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12
FDA-approved,,,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
FDA-approved,,,CNC[C@H](O)c1cccc(O)c1
FDA-approved,,,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1C[C@@H](O)CC(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
FDA-approved,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
FDA-approved,,,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1
FDA-approved,,,CC(C)C[C@H](NC(=O)C(Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
FDA-approved,,,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
FDA-approved,,,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
FDA-approved,,,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
FDA-approved,,,NC(=O)C1CCCN1C(=O)C(Cc1c[nH]cn1)NC(O)c1ccc(O)[nH]1
FDA-approved,,,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
FDA-approved,,,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
FDA-approved,,,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
FDA-approved,,,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
FDA-approved,,,CC(=O)O
FDA-approved,,,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
FDA-approved,,,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
FDA-approved,,,O=P(O)(O)OP(=O)(O)O
FDA-approved,,,CCCC(=O)O
FDA-approved,,,CN(C)CC/C=C1/c2ccccc2COc2ccccc21
FDA-approved,,,C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2O)CC(=O)CC4
FDA-approved,,,NCC1(CC(=O)O)CCCCC1
FDA-approved,,,CCC(=O)OC(OP(=O)(CCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)CC1C(=O)O)C(C)C
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@@H]2CCC[C@@H]21
FDA-approved,,,COC(=O)C1C(C(=O)Oc2ccccc2)CC2CCC1N2C
FDA-approved,,,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
FDA-approved,,,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
FDA-approved,,,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1
FDA-approved,,,Cc1cccc([C@H](C)c2c[nH]cn2)c1C
FDA-approved,,,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
FDA-approved,,,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O
FDA-approved,,,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1
FDA-approved,,,C[C@H]1CN(CC(Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
FDA-approved,,,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
FDA-approved,,,CCOC(=O)C1=C(COCCN)N=C(C)C(C(=O)OC)C1c1ccccc1Cl
FDA-approved,,,CCCC(=O)OCOC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1cccc(Cl)c1Cl
FDA-approved,,,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
FDA-approved,,,NC(=O)OCC(COC(N)=O)c1ccccc1
FDA-approved,,,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
FDA-approved,,,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
FDA-approved,,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
FDA-approved,,,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
FDA-approved,,,O=C(O)C[C@@H]1CC[C@H](NC(=O)Cc2cccs2)B(O)O1
FDA-approved,,,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1
FDA-approved,,,OC[C@H](O)c1oc(O)c(O)c1O
FDA-approved,,,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1
FDA-approved,,,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
FDA-approved,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1
FDA-approved,,,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
FDA-approved,,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
FDA-approved,,,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1
FDA-approved,,,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
FDA-approved,,,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
FDA-approved,,,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
FDA-approved,,,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
FDA-approved,,,CC(O)=NO
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
FDA-approved,,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)O)C(=O)C[C@H]1O
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
FDA-approved,,,CNCCCC12CCC(c3ccccc31)c1ccccc12
FDA-approved,,,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
FDA-approved,,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1
FDA-approved,,,Cc1ncc(CO)c(CO)c1O
FDA-approved,,,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
FDA-approved,,,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O
FDA-approved,,,NC1CONC1=O
FDA-approved,,,CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C
FDA-approved,,,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
FDA-approved,,,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1
FDA-approved,,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O
FDA-approved,,,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,CCC1(c2ccccc2)NC(=O)N(C)C1=O
FDA-approved,,,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
FDA-approved,,,CN=C(NC#N)NCCSCc1[nH]cnc1C
FDA-approved,,,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
FDA-approved,,,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1
FDA-approved,,,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
FDA-approved,,,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
FDA-approved,,,OCC(S)CS
FDA-approved,,,NC(C(=O)O)C(O)c1ccc(O)c(O)c1
FDA-approved,,,CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
FDA-approved,,,CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@@H]2O
FDA-approved,,,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO
FDA-approved,,,C=C1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@H]12
FDA-approved,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
FDA-approved,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC
FDA-approved,,,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
FDA-approved,,,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
FDA-approved,,,NNCCc1ccccc1
FDA-approved,,,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
